,timestamp,aapl_adj_close,amzn_adj_close,goog_adj_close,meta_adj_close,msft_adj_close,nvda_adj_close,tsla_adj_close
0,2012-05-18,16.1201,10.6925,14.9539,38.2318,23.7191,2.7715,1.8373
1,2012-05-19,16.43316666666667,10.7635,15.067733333333335,36.8312,23.848733333333335,2.7875666666666667,1.8641999999999999
2,2012-05-20,16.746233333333333,10.8345,15.181566666666667,35.4306,23.978366666666666,2.8036333333333334,1.8911
3,2012-05-21,17.0593,10.9055,15.2954,34.03,24.108,2.8197,1.918
4,2012-05-22,16.9283,10.7665,14.9639,31.0,24.1161,2.7853,2.0527
5,2012-05-23,17.3413,10.864,15.1796,32.0,23.5894,2.8541,2.068
6,2012-05-24,17.182,10.762,15.0351,33.03,23.557,2.7784,2.0213
7,2012-05-25,17.09,10.6445,14.733,31.91,23.5489,2.845,1.9873
8,2012-05-26,17.165824999999998,10.667750000000002,14.7505,31.1425,23.650199999999998,2.86335,2.01865
9,2012-05-27,17.24165,10.691,14.768,30.375,23.7515,2.8817000000000004,2.05
10,2012-05-28,17.317475,10.71425,14.7855,29.6075,23.852800000000002,2.9000500000000002,2.08135
11,2012-05-29,17.3933,10.7375,14.803,28.84,23.9541,2.9184,2.1127
12,2012-05-30,17.603,10.4615,14.6508,28.19,23.7758,2.884,2.0273
13,2012-05-31,17.5592,10.6455,14.4673,29.6,23.6542,2.8518,1.9667
14,2012-06-01,17.0504,10.411,14.2212,27.72,23.0546,2.7486,1.8767
15,2012-06-02,17.083833333333335,10.516833333333333,14.284366666666667,27.446666666666665,23.0816,2.7294666666666667,1.8707
16,2012-06-03,17.117266666666666,10.622666666666667,14.347533333333333,27.173333333333332,23.1086,2.7103333333333333,1.8647
17,2012-06-04,17.1507,10.7285,14.4107,26.9,23.1356,2.6912,1.8587
18,2012-06-05,17.1064,10.6605,14.207,25.869,23.0991,2.7681,1.8607
19,2012-06-06,17.3687,10.882,14.46,26.81,23.7839,2.8427,1.948
20,2012-06-07,17.3766,10.94,14.4018,26.31,23.6867,2.7279,1.9287
21,2012-06-08,17.6379,10.924,14.4571,27.1,24.027,2.7807,2.0053
22,2012-06-09,17.545199999999998,10.891,14.357866666666666,27.068333333333335,23.823066666666666,2.7914,1.9839666666666667
23,2012-06-10,17.4525,10.857999999999999,14.258633333333334,27.036666666666665,23.619133333333334,2.8021000000000003,1.9626333333333335
24,2012-06-11,17.3598,10.825,14.1594,27.005,23.4152,2.8128,1.9413
25,2012-06-12,17.5115,10.821,14.0747,27.4,23.7353,2.8702,1.9773
26,2012-06-13,17.3899,10.7365,13.9749,27.27,23.6056,2.7945,1.9847
27,2012-06-14,17.3708,10.7225,13.9241,28.29,23.7758,2.7601,1.9593
28,2012-06-15,17.4498,10.9175,14.06,30.014,24.3268,2.8197,1.994
29,2012-06-16,17.567833333333333,10.989333333333333,14.112666666666668,30.479333333333333,24.2782,2.8281333333333336,2.0369
30,2012-06-17,17.685866666666666,11.061166666666667,14.165333333333333,30.944666666666667,24.2296,2.8365666666666667,2.0798
31,2012-06-18,17.8039,11.133,14.218,31.41,24.181,2.845,2.1227
32,2012-06-19,17.8534,11.2015,14.484,31.911,24.8779,3.0365,2.1393
33,2012-06-20,17.8027,11.151,14.3838,31.6,25.0643,3.0859,2.252
34,2012-06-21,17.5574,11.0288,14.0775,31.84,24.42,2.9448,2.146
35,2012-06-22,17.692,11.108,14.2336,33.05,24.8779,2.9815,2.2523
36,2012-06-23,17.577166666666667,11.073166666666667,14.144133333333333,32.72,24.652333333333335,2.9505,2.2373
37,2012-06-24,17.462333333333333,11.038333333333334,14.054666666666666,32.39,24.426766666666666,2.9195,2.2223
38,2012-06-25,17.3475,11.0035,13.9652,32.06,24.2012,2.8885,2.2073
39,2012-06-26,17.3858,11.2805,14.0643,33.1,24.3268,2.9207,2.1073
40,2012-06-27,17.4611,11.281,14.1794,32.23,24.4484,3.0147,2.1307
41,2012-06-28,17.2954,11.0655,14.0551,31.36,24.2377,3.0377,2.094
42,2012-06-29,17.7498,11.4175,14.4476,31.095,24.7887,3.1708,2.086
43,2012-06-30,17.836100000000002,11.433666666666667,14.450933333333333,30.987,24.7806,3.1421,2.0662333333333334
44,2012-07-01,17.9224,11.449833333333332,14.454266666666665,30.879,24.772499999999997,3.1134,2.0464666666666664
45,2012-07-02,18.0087,11.466,14.4576,30.771,24.7644,3.0847,2.0267
46,2012-07-03,18.2182,11.4765,14.6409,31.2,24.9265,3.1662,2.044
47,2012-07-04,18.3782,11.41475,14.74165,31.335,24.9022,3.1501,2.0629999999999997
48,2012-07-05,18.5382,11.353,14.8424,31.47,24.8779,3.134,2.082
49,2012-07-06,18.4148,11.2525,14.5948,31.73,24.4605,3.0744,2.066
50,2012-07-07,18.495966666666668,11.2525,14.595033333333333,31.87666666666667,24.410533333333333,3.060633333333333,2.0770999999999997
51,2012-07-08,18.577133333333332,11.2525,14.595266666666666,32.02333333333333,24.360566666666667,3.046866666666667,2.0882
52,2012-07-09,18.6583,11.2525,14.5955,32.17,24.3106,3.0331,2.0993
53,2012-07-10,18.4856,10.975,14.4882,31.47,24.0999,2.9413,2.0847
54,2012-07-11,18.3707,10.9185,14.2264,30.97,23.7434,2.8931,2.1007
55,2012-07-12,18.2027,10.768,14.2087,30.81,23.2004,2.845,2.18
56,2012-07-13,18.3871,10.9195,14.3592,30.72,23.8163,2.8805,2.2833
57,2012-07-14,18.406766666666666,10.879833333333332,14.3459,29.895,23.8298,2.883566666666667,2.3213
58,2012-07-15,18.426433333333335,10.840166666666667,14.3326,29.07,23.8433,2.886633333333333,2.3593
59,2012-07-16,18.4461,10.8005,14.3193,28.245,23.8568,2.8897,2.3973
60,2012-07-17,18.447,10.8465,14.3644,28.09,24.0351,2.8381,2.2233
61,2012-07-18,18.4264,10.8735,14.4648,29.11,24.6753,2.9964,2.1433
62,2012-07-19,18.6713,11.3085,14.7711,29.0,24.8495,3.0251,2.1513
63,2012-07-20,18.3668,11.4145,15.2135,28.76,24.4038,2.9379,2.1193
64,2012-07-21,18.362033333333333,11.3765,15.252433333333332,28.756666666666668,24.178266666666666,2.9512666666666667,2.0942
65,2012-07-22,18.357266666666668,11.3385,15.291366666666667,28.753333333333334,23.952733333333335,2.9646333333333335,2.0691
66,2012-07-23,18.3525,11.3005,15.3303,28.75,23.7272,2.978,2.044
67,2012-07-24,18.2641,11.152,15.1325,28.45,23.6218,2.9459,1.9893
68,2012-07-25,17.4753,10.8525,15.143,29.34,23.3625,3.0033,1.93
69,2012-07-26,17.4726,11.0005,15.2767,26.845,23.6299,3.017,1.8753
70,2012-07-27,17.7851,11.866,15.8147,23.705,24.1121,3.0916,1.9673
71,2012-07-28,17.885066666666667,11.8455,15.792633333333333,23.52,24.081033333333334,3.0805000000000002,1.9193
72,2012-07-29,17.985033333333334,11.825000000000001,15.770566666666667,23.334999999999997,24.049966666666666,3.0694,1.8713
73,2012-07-30,18.085,11.8045,15.7485,23.15,24.0189,3.0583,1.8233
74,2012-07-31,18.5631,11.665,15.7652,21.71,23.8811,3.1065,1.828
